"State","County","year","income"
"Kentucky","Boone",2018,48004
"Kentucky","Bourbon",2018,44388
"Kentucky","Boyd",2018,39746
"Kentucky","Boyle",2018,37780
"Kentucky","Bracken",2018,36758
"Kentucky","Breathitt",2018,33753
"Kentucky","Breckinridge",2018,34461
"Kentucky","Bullitt",2018,40935
"Kentucky","Butler",2018,34420
"Kentucky","Caldwell",2018,35066
"Kentucky","Calloway",2018,35722
"Kentucky","Campbell",2018,49015
"Kentucky","Carlisle",2018,43860
"Kentucky","Carroll",2018,36349
"Kentucky","Carter",2018,30847
"Kentucky","Casey",2018,31205
"Kentucky","Christian",2018,37742
"Kentucky","Clark",2018,39848
"Kentucky","Clay",2018,30566
"Kentucky","Clinton",2018,31308
"Kentucky","Crittenden",2018,35325
"Kentucky","Cumberland",2018,35549
"Kentucky","Daviess",2018,41754
"Kentucky","Edmonson",2018,32253
"Kentucky","Elliott",2018,22481
"Kentucky","Estill",2018,31555
"Kentucky","Fayette",2018,50180
"Kentucky","Fleming",2018,33537
"Kentucky","Floyd",2018,36976
"Kentucky","Franklin",2018,41760
"Kentucky","Fulton",2018,33715
"Kentucky","Gallatin",2018,32065
"Kentucky","Garrard",2018,34363
"Kentucky","Grant",2018,36093
"Kentucky","Graves",2018,38130
"Kentucky","Grayson",2018,33580
"Kentucky","Green",2018,34570
"Kentucky","Greenup",2018,40933
"Kentucky","Hancock",2018,36929
"Kentucky","Hardin",2018,43424
"Kentucky","Harlan",2018,30877
"Kentucky","Harrison",2018,34889
"Kentucky","Hart",2018,32133
"Kentucky","Henderson",2018,39891
"Kentucky","Henry",2018,37981
"Kentucky","Hickman",2018,44912
"Kentucky","Hopkins",2018,39236
"Kentucky","Jackson",2018,28352
"Kentucky","Jefferson",2018,51937
"Kentucky","Jessamine",2018,43470
"Kentucky","Johnson",2018,32986
"Kentucky","Kenton",2018,57982
"Kentucky","Knott",2018,30118
"Kentucky","Knox",2018,29431
"Kentucky","Larue",2018,36525
"Kentucky","Laurel",2018,33921
"Kentucky","Lawrence",2018,31654
"Kentucky","Lee",2018,30157
"Kentucky","Leslie",2018,32724
"Kentucky","Letcher",2018,30852
"Kentucky","Lewis",2018,31156
"Kentucky","Lincoln",2018,31399
"Kentucky","Livingston",2018,37792
"Kentucky","Logan",2018,36005
"Kentucky","Lyon",2018,36652
"Kentucky","McCracken",2018,48383
"Kentucky","McCreary",2018,25835
"Kentucky","McLean",2018,41603
"Kentucky","Madison",2018,35397
"Kentucky","Magoffin",2018,30537
"Kentucky","Marion",2018,36083
"Kentucky","Marshall",2018,41625
"Kentucky","Martin",2018,29840
"Kentucky","Mason",2018,40541
"Kentucky","Meade",2018,40026
"Kentucky","Menifee",2018,30305
"Kentucky","Mercer",2018,37146
"Kentucky","Metcalfe",2018,31512
"Kentucky","Monroe",2018,36385
"Kentucky","Montgomery",2018,34751
"Kentucky","Morgan",2018,26831
"Kentucky","Muhlenberg",2018,33892
"Kentucky","Nelson",2018,42442
"Kentucky","Nicholas",2018,33999
"Kentucky","Ohio",2018,33262
"Kentucky","Oldham",2018,63039
"Kentucky","Owen",2018,33940
"Kentucky","Owsley",2018,31486
"Kentucky","Pendleton",2018,43757
"Kentucky","Perry",2018,38523
"Kentucky","Pike",2018,36319
"Kentucky","Powell",2018,31498
"Kentucky","Pulaski",2018,37024
"Kentucky","Robertson",2018,32815
"Kentucky","Rockcastle",2018,31176
"Kentucky","Rowan",2018,30777
"Kentucky","Russell",2018,34343
"Kentucky","Scott",2018,43409
"Kentucky","Shelby",2018,45392
"Kentucky","Simpson",2018,38189
"Kentucky","Spencer",2018,43960
"Kentucky","Taylor",2018,35020
"Kentucky","Todd",2018,38508
"Kentucky","Trigg",2018,36495
"Kentucky","Trimble",2018,36565
"Kentucky","Union",2018,33736
"Kentucky","Warren",2018,38045
"Kentucky","Washington",2018,37824
"Kentucky","Wayne",2018,28484
"Kentucky","Webster",2018,39188
"Kentucky","Whitley",2018,33447
"Kentucky","Wolfe",2018,31083
"Kentucky","Woodford",2018,51753
"Louisiana",NA,2018,46242
"Louisiana","Acadia",2018,37304
"Louisiana","Allen",2018,33381
"Louisiana","Ascension",2018,49829
"Louisiana","Assumption",2018,46788
"Louisiana","Avoyelles",2018,37911
"Louisiana","Beauregard",2018,42782
"Louisiana","Bienville",2018,38493
"Louisiana","Bossier",2018,44149
"Louisiana","Caddo",2018,48413
"Louisiana","Calcasieu",2018,48968
"Louisiana","Caldwell",2018,33950
"Louisiana","Cameron",2018,50280
"Louisiana","Catahoula",2018,33655
"Louisiana","Claiborne",2018,35240
"Louisiana","Concordia",2018,32942
"Louisiana","De Soto",2018,40584
"Louisiana","East Baton Rouge",2018,51386
"Louisiana","East Carroll",2018,36010
"Louisiana","East Feliciana",2018,42771
"Louisiana","Evangeline",2018,33671
"Louisiana","Franklin",2018,31928
"Louisiana","Grant",2018,31828
"Louisiana","Iberia",2018,39270
"Louisiana","Iberville",2018,41423
"Louisiana","Jackson",2018,34116
"Louisiana","Jefferson",2018,51005
"Louisiana","Jefferson Davis",2018,42334
"Louisiana","Lafayette",2018,50273
"Louisiana","Lafourche",2018,47096
"Louisiana","LaSalle",2018,32413
"Louisiana","Lincoln",2018,40410
"Louisiana","Livingston",2018,40658
"Louisiana","Madison",2018,32437
"Louisiana","Morehouse",2018,38495
"Louisiana","Natchitoches",2018,39860
"Louisiana","Orleans",2018,52004
"Louisiana","Ouachita",2018,41053
"Louisiana","Plaquemines",2018,49376
"Louisiana","Pointe Coupee",2018,44366
"Louisiana","Rapides",2018,46090
"Louisiana","Red River",2018,42201
"Louisiana","Richland",2018,37330
"Louisiana","Sabine",2018,34558
"Louisiana","St. Bernard",2018,32130
"Louisiana","St. Charles",2018,49353
"Louisiana","St. Helena",2018,41592
"Louisiana","St. James",2018,48484
"Louisiana","St. John the Baptist",2018,40573
"Louisiana","St. Landry",2018,41191
"Louisiana","St. Martin",2018,37645
"Louisiana","St. Mary",2018,39280
"Louisiana","St. Tammany",2018,62366
"Louisiana","Tangipahoa",2018,38974
"Louisiana","Tensas",2018,36630
"Louisiana","Terrebonne",2018,41504
"Louisiana","Union",2018,38794
"Louisiana","Vermilion",2018,39042
"Louisiana","Vernon",2018,40729
"Louisiana","Washington",2018,33480
"Louisiana","Webster",2018,40175
"Louisiana","West Baton Rouge",2018,46976
"Louisiana","West Carroll",2018,36633
"Louisiana","West Feliciana",2018,38655
"Louisiana","Winn",2018,36698
"Maine",NA,2018,48905
"Maine","Androscoggin",2018,41528
"Maine","Aroostook",2018,41241
"Maine","Cumberland",2018,62523
"Maine","Franklin",2018,38544
"Maine","Hancock",2018,51259
"Maine","Kennebec",2018,44940
"Maine","Knox",2018,52358
"Maine","Lincoln",2018,50922
"Maine","Oxford",2018,37999
"Maine","Penobscot",2018,42053
"Maine","Piscataquis",2018,38427
"Maine","Sagadahoc",2018,51325
"Maine","Somerset",2018,38142
"Maine","Waldo",2018,40912
"Maine","Washington",2018,40378
"Maine","York",2018,52068
"Maryland",NA,2018,63354
"Maryland","Allegany",2018,40517
"Maryland","Anne Arundel",2018,67363
"Maryland","Baltimore",2018,61556
"Maryland","Calvert",2018,62591
"Maryland","Caroline",2018,45906
"Maryland","Carroll",2018,63039
"Maryland","Cecil",2018,47695
"Maryland","Charles",2018,57051
"Maryland","Dorchester",2018,46562
"Maryland","Frederick",2018,61869
"Maryland","Garrett",2018,45595
"Maryland","Harford",2018,58841
"Maryland","Howard",2018,78416
"Maryland","Kent",2018,61497
"Maryland","Montgomery",2018,89690
"Maryland","Prince George's",2018,49420
"Maryland","Queen Anne's",2018,64810
"Maryland","St. Mary's",2018,56820
"Maryland","Somerset",2018,31562
"Maryland","Talbot",2018,73232
"Maryland","Washington",2018,47092
"Maryland","Wicomico",2018,42054
"Maryland","Worcester",2018,60007
"Maryland","Baltimore City",2018,51357
"Massachusetts",NA,2018,71683
"Massachusetts","Barnstable",2018,74756
"Massachusetts","Berkshire",2018,56503
"Massachusetts","Bristol",2018,54089
"Massachusetts","Dukes",2018,93726
"Massachusetts","Essex",2018,67507
"Massachusetts","Franklin",2018,54689
"Massachusetts","Hampden",2018,51187
"Massachusetts","Hampshire",2018,52984
"Massachusetts","Middlesex",2018,83795
"Massachusetts","Nantucket",2018,124168
"Massachusetts","Norfolk",2018,92285
"Massachusetts","Plymouth",2018,67505
"Massachusetts","Suffolk",2018,81152
"Massachusetts","Worcester",2018,57003
"Michigan",NA,2018,48423
"Michigan","Alcona",2018,38375
"Michigan","Alger",2018,33767
"Michigan","Allegan",2018,45182
"Michigan","Alpena",2018,40985
"Michigan","Antrim",2018,47070
"Michigan","Arenac",2018,37369
"Michigan","Baraga",2018,33519
"Michigan","Barry",2018,44919
"Michigan","Bay",2018,41722
"Michigan","Benzie",2018,43557
"Michigan","Berrien",2018,47430
"Michigan","Branch",2018,37622
"Michigan","Calhoun",2018,40276
"Michigan","Cass",2018,44994
"Michigan","Charlevoix",2018,52885
"Michigan","Cheboygan",2018,40080
"Michigan","Chippewa",2018,34269
"Michigan","Clare",2018,34120
"Michigan","Clinton",2018,46518
"Michigan","Crawford",2018,34648
"Michigan","Delta",2018,40551
"Michigan","Dickinson",2018,49397
"Michigan","Eaton",2018,42693
"Michigan","Emmet",2018,57115
"Michigan","Genesee",2018,41068
"Michigan","Gladwin",2018,36874
"Michigan","Gogebic",2018,39945
"Michigan","Grand Traverse",2018,50639
"Michigan","Gratiot",2018,37834
"Michigan","Hillsdale",2018,36598
"Michigan","Houghton",2018,37674
"Michigan","Huron",2018,45425
"Michigan","Ingham",2018,40761
"Michigan","Ionia",2018,35273
"Michigan","Iosco",2018,37970
"Michigan","Iron",2018,44959
"Michigan","Isabella",2018,35501
"Michigan","Jackson",2018,39832
"Michigan","Kalamazoo",2018,48723
"Michigan","Kalkaska",2018,34623
"Michigan","Kent",2018,53935
"Michigan","Keweenaw",2018,47618
"Michigan","Lake",2018,31813
"Michigan","Lapeer",2018,43679
"Michigan","Leelanau",2018,67320
"Michigan","Lenawee",2018,39600
"Michigan","Livingston",2018,58326
"Michigan","Luce",2018,31827
"Michigan","Mackinac",2018,44457
"Michigan","Macomb",2018,46530
"Michigan","Manistee",2018,38814
"Michigan","Marquette",2018,40036
"Michigan","Mason",2018,41667
"Michigan","Mecosta",2018,34252
"Michigan","Menominee",2018,43594
"Michigan","Midland",2018,60467
"Michigan","Missaukee",2018,34972
"Michigan","Monroe",2018,47496
"Michigan","Montcalm",2018,34972
"Michigan","Montmorency",2018,37363
"Michigan","Muskegon",2018,39072
"Michigan","Newaygo",2018,38037
"Michigan","Oakland",2018,72741
"Michigan","Oceana",2018,37950
"Michigan","Ogemaw",2018,35396
"Michigan","Ontonagon",2018,40129
"Michigan","Osceola",2018,36023
"Michigan","Oscoda",2018,33896
"Michigan","Otsego",2018,40589
"Michigan","Ottawa",2018,49418
"Michigan","Presque Isle",2018,39004
"Michigan","Roscommon",2018,37141
"Michigan","Saginaw",2018,38754
"Michigan","St. Clair",2018,44316
"Michigan","St. Joseph",2018,38866
"Michigan","Sanilac",2018,38004
"Michigan","Schoolcraft",2018,39948
"Michigan","Shiawassee",2018,39435
"Michigan","Tuscola",2018,37979
"Michigan","Van Buren",2018,41123
"Michigan","Washtenaw",2018,59363
"Michigan","Wayne",2018,42942
"Michigan","Wexford",2018,36454
"Minnesota",NA,2018,57515
"Minnesota","Aitkin",2018,39780
"Minnesota","Anoka",2018,51258
"Minnesota","Becker",2018,47272
"Minnesota","Beltrami",2018,41565
"Minnesota","Benton",2018,43830
"Minnesota","Big Stone",2018,57221
"Minnesota","Blue Earth",2018,44383
"Minnesota","Brown",2018,52995
"Minnesota","Carlton",2018,43098
"Minnesota","Carver",2018,71350
"Minnesota","Cass",2018,47443
"Minnesota","Chippewa",2018,49836
"Minnesota","Chisago",2018,48750
"Minnesota","Clay",2018,43180
"Minnesota","Clearwater",2018,44001
"Minnesota","Cook",2018,55319
"Minnesota","Cottonwood",2018,47982
"Minnesota","Crow Wing",2018,45610
"Minnesota","Dakota",2018,60651
"Minnesota","Dodge",2018,47984
"Minnesota","Douglas",2018,53665
"Minnesota","Faribault",2018,43343
"Minnesota","Fillmore",2018,45378
"Minnesota","Freeborn",2018,45808
"Minnesota","Goodhue",2018,53549
"Minnesota","Grant",2018,52556
"Minnesota","Hennepin",2018,74698
"Minnesota","Houston",2018,52354
"Minnesota","Hubbard",2018,43235
"Minnesota","Isanti",2018,44049
"Minnesota","Itasca",2018,43685
"Minnesota","Jackson",2018,53276
"Minnesota","Kanabec",2018,42509
"Minnesota","Kandiyohi",2018,54667
"Minnesota","Kittson",2018,55597
"Minnesota","Koochiching",2018,41890
"Minnesota","Lac qui Parle",2018,55688
"Minnesota","Lake",2018,48132
"Minnesota","Lake of the Woods",2018,57357
"Minnesota","Le Sueur",2018,48799
"Minnesota","Lincoln",2018,48520
"Minnesota","Lyon",2018,49455
"Minnesota","McLeod",2018,49136
"Minnesota","Mahnomen",2018,36950
"Minnesota","Marshall",2018,51509
"Minnesota","Martin",2018,50083
"Minnesota","Meeker",2018,43944
"Minnesota","Mille Lacs",2018,41582
"Minnesota","Morrison",2018,42568
"Minnesota","Mower",2018,48423
"Minnesota","Murray",2018,54825
"Minnesota","Nicollet",2018,49605
"Minnesota","Nobles",2018,45100
"Minnesota","Norman",2018,44254
"Minnesota","Olmsted",2018,58554
"Minnesota","Otter Tail",2018,48275
"Minnesota","Pennington",2018,55399
"Minnesota","Pine",2018,37067
"Minnesota","Pipestone",2018,58004
"Minnesota","Polk",2018,48820
"Minnesota","Pope",2018,52091
"Minnesota","Ramsey",2018,54934
"Minnesota","Red Lake",2018,51750
"Minnesota","Redwood",2018,49732
"Minnesota","Renville",2018,51432
"Minnesota","Rice",2018,44096
"Minnesota","Rock",2018,51956
"Minnesota","Roseau",2018,51307
"Minnesota","St. Louis",2018,47417
"Minnesota","Scott",2018,59687
"Minnesota","Sherburne",2018,47031
"Minnesota","Sibley",2018,46632
"Minnesota","Stearns",2018,47196
"Minnesota","Steele",2018,47604
"Minnesota","Stevens",2018,49913
"Minnesota","Swift",2018,51320
"Minnesota","Todd",2018,42005
"Minnesota","Traverse",2018,61255
"Minnesota","Wabasha",2018,48724
"Minnesota","Wadena",2018,39746
"Minnesota","Waseca",2018,44556
"Minnesota","Washington",2018,67928
"Minnesota","Watonwan",2018,42979
"Minnesota","Wilkin",2018,59516
"Minnesota","Winona",2018,50036
"Minnesota","Wright",2018,50181
"Minnesota","Yellow Medicine",2018,57186
"Mississippi",NA,2018,37834
"Mississippi","Adams",2018,33880
"Mississippi","Alcorn",2018,36003
"Mississippi","Amite",2018,33460
"Mississippi","Attala",2018,33809
"Mississippi","Benton",2018,30285
"Mississippi","Bolivar",2018,38213
"Mississippi","Calhoun",2018,33043
"Mississippi","Carroll",2018,37615
"Mississippi","Chickasaw",2018,34805
"Mississippi","Choctaw",2018,33646
"Mississippi","Claiborne",2018,31494
"Mississippi","Clarke",2018,36431
"Mississippi","Clay",2018,39191
"Mississippi","Coahoma",2018,33915
"Mississippi","Copiah",2018,33203
"Mississippi","Covington",2018,35748
"Mississippi","DeSoto",2018,40702
"Mississippi","Forrest",2018,38880
"Mississippi","Franklin",2018,33970
"Mississippi","George",2018,32529
"Mississippi","Greene",2018,28716
"Mississippi","Grenada",2018,35632
"Mississippi","Hancock",2018,35262
"Mississippi","Harrison",2018,37303
"Mississippi","Hinds",2018,39311
"Mississippi","Holmes",2018,28371
"Mississippi","Humphreys",2018,31864
"Mississippi","Issaquena",2018,18541
"Mississippi","Itawamba",2018,34734
"Mississippi","Jackson",2018,37499
"Mississippi","Jasper",2018,37281
"Mississippi","Jefferson",2018,33098
"Mississippi","Jefferson Davis",2018,30097
"Mississippi","Jones",2018,38122
"Mississippi","Kemper",2018,29287
"Mississippi","Lafayette",2018,42110
"Mississippi","Lamar",2018,40529
"Mississippi","Lauderdale",2018,37959
"Mississippi","Lawrence",2018,34616
"Mississippi","Leake",2018,31436
"Mississippi","Lee",2018,41934
"Mississippi","Leflore",2018,36399
"Mississippi","Lincoln",2018,38682
"Mississippi","Lowndes",2018,38498
"Mississippi","Madison",2018,64033
"Mississippi","Marion",2018,34526
"Mississippi","Marshall",2018,32341
"Mississippi","Monroe",2018,34664
"Mississippi","Montgomery",2018,34180
"Mississippi","Neshoba",2018,36604
"Mississippi","Newton",2018,34645
"Mississippi","Noxubee",2018,32805
"Mississippi","Oktibbeha",2018,34367
"Mississippi","Panola",2018,32496
"Mississippi","Pearl River",2018,36230
"Mississippi","Perry",2018,31934
"Mississippi","Pike",2018,31048
"Mississippi","Pontotoc",2018,32996
"Mississippi","Prentiss",2018,30743
"Mississippi","Quitman",2018,27088
"Mississippi","Rankin",2018,44661
"Mississippi","Scott",2018,32095
"Mississippi","Sharkey",2018,32070
"Mississippi","Simpson",2018,37036
"Mississippi","Smith",2018,35791
"Mississippi","Stone",2018,31516
"Mississippi","Sunflower",2018,30859
"Mississippi","Tallahatchie",2018,27757
"Mississippi","Tate",2018,35182
"Mississippi","Tippah",2018,33919
"Mississippi","Tishomingo",2018,33559
"Mississippi","Tunica",2018,32425
"Mississippi","Union",2018,32242
"Mississippi","Walthall",2018,31757
"Mississippi","Warren",2018,39580
"Mississippi","Washington",2018,37568
"Mississippi","Wayne",2018,34775
"Mississippi","Webster",2018,38464
"Mississippi","Wilkinson",2018,29413
"Mississippi","Winston",2018,35742
"Mississippi","Yalobusha",2018,36729
"Mississippi","Yazoo",2018,27275
"Missouri",NA,2018,47746
"Missouri","Adair",2018,33578
"Missouri","Andrew",2018,45118
"Missouri","Atchison",2018,42633
"Missouri","Audrain",2018,40111
"Missouri","Barry",2018,34540
"Missouri","Barton",2018,35884
"Missouri","Bates",2018,38864
"Missouri","Benton",2018,35973
"Missouri","Bollinger",2018,32454
"Missouri","Boone",2018,47687
"Missouri","Buchanan",2018,39810
"Missouri","Butler",2018,35302
"Missouri","Caldwell",2018,37301
"Missouri","Callaway",2018,38686
"Missouri","Camden",2018,38794
"Missouri","Cape Girardeau",2018,46314
"Missouri","Carroll",2018,45110
"Missouri","Carter",2018,32045
"Missouri","Cass",2018,47151
"Missouri","Cedar",2018,31664
"Missouri","Chariton",2018,42227
"Missouri","Christian",2018,40301
"Missouri","Clark",2018,34516
"Missouri","Clay",2018,48381
"Missouri","Clinton",2018,42988
"Missouri","Cole",2018,47790
"Missouri","Cooper",2018,38916
"Missouri","Crawford",2018,36090
"Missouri","Dade",2018,34181
"Missouri","Dallas",2018,33184
"Missouri","Daviess",2018,34491
"Missouri","DeKalb",2018,28294
"Missouri","Dent",2018,33231
"Missouri","Douglas",2018,28305
"Missouri","Dunklin",2018,34129
"Missouri","Franklin",2018,45719
"Missouri","Gasconade",2018,40316
"Missouri","Gentry",2018,41470
"Missouri","Greene",2018,44837
"Missouri","Grundy",2018,34723
"Missouri","Harrison",2018,38274
"Missouri","Henry",2018,43018
"Missouri","Hickory",2018,27787
"Missouri","Holt",2018,45259
"Missouri","Howard",2018,38796
"Missouri","Howell",2018,34055
"Missouri","Iron",2018,34164
"Missouri","Jackson",2018,47054
"Missouri","Jasper",2018,39973
"Missouri","Jefferson",2018,42780
"Missouri","Johnson",2018,36777
"Missouri","Knox",2018,32711
"Missouri","Laclede",2018,36558
"Missouri","Lafayette",2018,42119
"Missouri","Lawrence",2018,34301
"Missouri","Lewis",2018,35249
"Missouri","Lincoln",2018,40788
"Missouri","Linn",2018,40356
"Missouri","Livingston",2018,39805
"Missouri","McDonald",2018,28018
"Missouri","Macon",2018,42414
"Missouri","Madison",2018,36865
"Missouri","Maries",2018,33348
"Missouri","Marion",2018,41068
"Missouri","Mercer",2018,32388
"Missouri","Miller",2018,35547
"Missouri","Mississippi",2018,32216
"Missouri","Moniteau",2018,37533
"Missouri","Monroe",2018,42672
"Missouri","Montgomery",2018,40396
"Missouri","Morgan",2018,42873
"Missouri","New Madrid",2018,33869
"Missouri","Newton",2018,39334
"Missouri","Nodaway",2018,31013
"Missouri","Oregon",2018,28722
"Missouri","Osage",2018,45582
"Missouri","Ozark",2018,30043
"Missouri","Pemiscot",2018,32811
"Missouri","Perry",2018,41321
"Missouri","Pettis",2018,37763
"Missouri","Phelps",2018,39132
"Missouri","Pike",2018,34828
"Missouri","Platte",2018,58878
"Missouri","Polk",2018,33703
"Missouri","Pulaski",2018,40512
"Missouri","Putnam",2018,33945
"Missouri","Ralls",2018,40698
"Missouri","Randolph",2018,39903
"Missouri","Ray",2018,42305
"Missouri","Reynolds",2018,35034
"Missouri","Ripley",2018,30437
"Missouri","St. Charles",2018,53745
"Missouri","St. Clair",2018,29830
"Missouri","Ste. Genevieve",2018,41822
"Missouri","St. Francois",2018,34485
"Missouri","St. Louis",2018,71360
"Missouri","Saline",2018,38580
"Missouri","Schuyler",2018,29013
"Missouri","Scotland",2018,33262
"Missouri","Scott",2018,40221
"Missouri","Shannon",2018,30503
"Missouri","Shelby",2018,40356
"Missouri","Stoddard",2018,37020
"Missouri","Stone",2018,38900
"Missouri","Sullivan",2018,37649
"Missouri","Taney",2018,35956
"Missouri","Texas",2018,28169
"Missouri","Vernon",2018,35930
"Missouri","Warren",2018,41674
"Missouri","Washington",2018,29606
"Missouri","Wayne",2018,29581
"Missouri","Webster",2018,32589
"Missouri","Worth",2018,35573
"Missouri","Wright",2018,32178
"Missouri","St. Louis City",2018,47643
"Montana",NA,2018,47538
"Montana","Beaverhead",2018,44664
"Montana","Big Horn",2018,30533
"Montana","Blaine",2018,31263
"Montana","Broadwater",2018,39306
"Montana","Carbon",2018,47442
"Montana","Carter",2018,44358
"Montana","Cascade",2018,47518
"Montana","Chouteau",2018,37340
"Montana","Custer",2018,44689
"Montana","Daniels",2018,48086
"Montana","Dawson",2018,45295
"Montana","Deer Lodge",2018,39063
"Montana","Fallon",2018,49509
"Montana","Fergus",2018,43808
"Montana","Flathead",2018,47331
"Montana","Gallatin",2018,54734
"Montana","Garfield",2018,36291
"Montana","Glacier",2018,34458
"Montana","Golden Valley",2018,49137
"Montana","Granite",2018,43791
"Montana","Hill",2018,45017
"Montana","Jefferson",2018,47960
"Montana","Judith Basin",2018,50492
"Montana","Lake",2018,39365
"Montana","Lewis and Clark",2018,48562
"Montana","Liberty",2018,40956
"Montana","Lincoln",2018,35432
"Montana","McCone",2018,42209
"Montana","Madison",2018,49115
"Montana","Meagher",2018,46128
"Montana","Mineral",2018,39957
"Montana","Missoula",2018,49492
"Montana","Musselshell",2018,43133
"Montana","Park",2018,48114
"Montana","Petroleum",2018,35772
"Montana","Phillips",2018,39172
"Montana","Pondera",2018,42363
"Montana","Powder River",2018,32479
"Montana","Powell",2018,39771
"Montana","Prairie",2018,44739
"Montana","Ravalli",2018,44602
"Montana","Richland",2018,61217
"Montana","Roosevelt",2018,34794
"Montana","Rosebud",2018,42250
"Montana","Sanders",2018,34896
"Montana","Sheridan",2018,52541
"Montana","Silver Bow",2018,48939
"Montana","Stillwater",2018,51773
"Montana","Sweet Grass",2018,44455
"Montana","Teton",2018,44369
"Montana","Toole",2018,45481
"Montana","Treasure",2018,48415
"Montana","Valley",2018,46911
"Montana","Wheatland",2018,35934
"Montana","Wibaux",2018,50940
"Montana","Yellowstone",2018,52340
"Nebraska",NA,2018,53263
"Nebraska","Adams",2018,49139
"Nebraska","Antelope",2018,46981
"Nebraska","Arthur",2018,46901
"Nebraska","Banner",2018,58252
"Nebraska","Blaine",2018,45788
"Nebraska","Boone",2018,54024
"Nebraska","Box Butte",2018,47359
"Nebraska","Boyd",2018,55795
"Nebraska","Brown",2018,51496
"Nebraska","Buffalo",2018,54052
"Nebraska","Burt",2018,50268
"Nebraska","Butler",2018,47286
"Nebraska","Cass",2018,53602
"Nebraska","Cedar",2018,52839
"Nebraska","Chase",2018,49267
"Nebraska","Cherry",2018,45124
"Nebraska","Cheyenne",2018,48263
"Nebraska","Clay",2018,47220
"Nebraska","Colfax",2018,43106
"Nebraska","Cuming",2018,58610
"Nebraska","Custer",2018,44290
"Nebraska","Dakota",2018,41831
"Nebraska","Dawes",2018,37092
"Nebraska","Dawson",2018,43055
"Nebraska","Deuel",2018,44289
"Nebraska","Dixon",2018,44185
"Nebraska","Dodge",2018,47330
"Nebraska","Douglas",2018,63435
"Nebraska","Dundy",2018,53144
"Nebraska","Fillmore",2018,57068
"Nebraska","Franklin",2018,47132
"Nebraska","Frontier",2018,44469
"Nebraska","Furnas",2018,49008
"Nebraska","Gage",2018,49863
"Nebraska","Garden",2018,40892
"Nebraska","Garfield",2018,43905
"Nebraska","Gosper",2018,52671
"Nebraska","Grant",2018,42545
"Nebraska","Greeley",2018,45109
"Nebraska","Hall",2018,43625
"Nebraska","Hamilton",2018,54782
"Nebraska","Harlan",2018,48143
"Nebraska","Hayes",2018,45409
"Nebraska","Hitchcock",2018,37990
"Nebraska","Holt",2018,51404
"Nebraska","Hooker",2018,52667
"Nebraska","Howard",2018,41377
"Nebraska","Jefferson",2018,48757
"Nebraska","Johnson",2018,37179
"Nebraska","Kearney",2018,56309
"Nebraska","Keith",2018,45896
"Nebraska","Keya Paha",2018,58784
"Nebraska","Kimball",2018,44069
"Nebraska","Knox",2018,48268
"Nebraska","Lancaster",2018,49889
"Nebraska","Lincoln",2018,46623
"Nebraska","Logan",2018,37603
"Nebraska","Loup",2018,45361
"Nebraska","McPherson",2018,45530
"Nebraska","Madison",2018,50630
"Nebraska","Merrick",2018,47386
"Nebraska","Morrill",2018,49071
"Nebraska","Nance",2018,38000
"Nebraska","Nemaha",2018,48807
"Nebraska","Nuckolls",2018,50836
"Nebraska","Otoe",2018,53850
"Nebraska","Pawnee",2018,48851
"Nebraska","Perkins",2018,55692
"Nebraska","Phelps",2018,52792
"Nebraska","Pierce",2018,57141
"Nebraska","Platte",2018,49386
"Nebraska","Polk",2018,51004
"Nebraska","Red Willow",2018,46270
"Nebraska","Richardson",2018,48195
"Nebraska","Rock",2018,49241
"Nebraska","Saline",2018,43763
"Nebraska","Sarpy",2018,50333
"Nebraska","Saunders",2018,52193
"Nebraska","Scotts Bluff",2018,44171
"Nebraska","Seward",2018,49832
"Nebraska","Sheridan",2018,47076
"Nebraska","Sherman",2018,44953
"Nebraska","Sioux",2018,42404
"Nebraska","Stanton",2018,48167
"Nebraska","Thayer",2018,57523
"Nebraska","Thomas",2018,53979
"Nebraska","Thurston",2018,41468
"Nebraska","Valley",2018,45713
"Nebraska","Washington",2018,56640
"Nebraska","Wayne",2018,44622
"Nebraska","Webster",2018,48607
"Nebraska","Wheeler",2018,72878
"Nebraska","York",2018,49892
"Nevada",NA,2018,49176
"Nevada","Churchill",2018,43661
"Nevada","Clark",2018,47090
"Nevada","Douglas",2018,75159
"Nevada","Elko",2018,46808
"Nevada","Esmeralda",2018,40113
"Nevada","Eureka",2018,39903
"Nevada","Humboldt",2018,46927
"Nevada","Lander",2018,63923
"Nevada","Lincoln",2018,36604
"Nevada","Lyon",2018,38713
"Nevada","Mineral",2018,38074
"Nevada","Nye",2018,37835
"Nevada","Pershing",2018,32592
"Nevada","Storey",2018,59651
"Nevada","Washoe",2018,59639
"Nevada","White Pine",2018,44736
"Nevada","Carson City",2018,50754
"New Hampshire",NA,2018,61294
"New Hampshire","Belknap",2018,61091
"New Hampshire","Carroll",2018,58949
"New Hampshire","Cheshire",2018,51969
"New Hampshire","Coos",2018,43098
"New Hampshire","Grafton",2018,60426
"New Hampshire","Hillsborough",2018,61147
"New Hampshire","Merrimack",2018,57924
"New Hampshire","Rockingham",2018,73819
"New Hampshire","Strafford",2018,50574
"New Hampshire","Sullivan",2018,51682
"New Jersey",NA,2018,68236
"New Jersey","Atlantic",2018,48668
"New Jersey","Bergen",2018,85951
"New Jersey","Burlington",2018,62120
